aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
1423081,2,Inhibition of ATM phosphorylation at Ser1981 residue in human HT-29 cells using ionizing radiation,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797586,20200619,"46244454,54761306,54761473,145981271,145987142","164142958,318406764,404698969,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423082,2,Inhibition of DNA-PK phosphorylation at Ser2056 residue in human HT-29 cells using ionizing radiation,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797587,20200619,"46244454,54761306,54761473,145981271,145987142","164142958,318406764,404698969,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423083,2,Cytotoxicity against human LoVo cells after 72 hrs by MTS assay,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797588,20200619,"46244454,54761306,54761473,145981271,145987142","164142958,318406764,404698969,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423084,2,Cytotoxicity against human HT-29 cells after 72 hrs by MTS assay,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797589,20200619,"46244454,54761306,54761473,145981271,145987142","164142958,318406764,404698969,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423085,100,"Toxicity in Swiss nu/nu mouse xenografted with human LoVo cells assessed as drug tolerability at 25 mg/kg, po qd administered via gavage","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797590,20200619,"145981271,145987142","404698969,404707511",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423086,100,"Toxicity in Swiss nu/nu mouse xenografted with human LoVo cells assessed as drug tolerability at 50 mg/kg, po qd administered via gavage","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797591,20200619,"46244454,54761306,54761473","164142958,318406764,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423087,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 50 mg/kg, po qd for 20 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797592,20200619,46244454,164142958,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423088,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 50 mg/kg, po qd for 14 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797593,20200619,"46244454,54761306,54761473","164142958,318406764,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423089,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 50 mg/kg, po qd for 13 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797594,20200619,"46244454,54761306","164142958,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423090,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 25 mg/kg, po bid for 13 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797595,20200619,"46244454,54761306","164142958,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423091,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 75 mg/kg, po qd for 11 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797596,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423092,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 50 mg/kg, po qd for 15 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797597,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423093,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 25 mg/kg, po qd for 15 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797598,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423094,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 25 mg/kg, po qd for 11 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797599,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423095,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 10 mg/kg, po qd for 15 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797600,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423096,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 12.5 mg/kg, po bid for 11 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797601,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423097,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 25 mg/kg, po qd for 20 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797602,20200619,"145981271,145987142","404698969,404707511",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423098,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 25 mg/kg, po qd for 13 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797603,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423099,100,"Antitumor activity against human LoVo cells xenografted in Swiss nu/nu mouse assessed as tumor growth inhibition at 12.5 mg/kg, po bid for 13 days and measured on day 22","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797604,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423100,2,"Plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 50 mg/kg, po qd after 8 hrs","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797605,20200619,"46244454,54761306,54761473","164142958,318406764,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423101,2,"Plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 25 mg/kg, po bid after 8 hrs","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797606,20200619,"46244454,54761306,145987142","164142958,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423102,2,"Plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 75 mg/kg, po qd after 8 hrs","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797607,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423103,2,"Plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 25 mg/kg, po qd after 8 hrs","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797608,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423104,2,"Plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 12.5 mg/kg, po bid after 8 hrs","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797609,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423105,100,"Ratio of free plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 50 mg/kg, po qd to in vitro GI50 for human LoVo cells","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797610,20200619,"46244454,54761306,145987142","164142958,404707511,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423106,100,"Ratio of free plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 25 mg/kg, po bid to in vitro GI50 for human LoVo cells","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797611,20200619,"46244454,54761306,54761473","164142958,318406764,404716419",NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423107,100,"Ratio of free plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 75 mg/kg, po qd to in vitro GI50 for human LoVo cells","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797612,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423108,100,"Ratio of free plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 25 mg/kg, po qd to in vitro GI50 for human LoVo cells","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797613,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423109,100,"Ratio of free plasma concentration in Swiss nu/nu mouse xenografted with human LoVo cells at 12.5 mg/kg, po bid to in vitro GI50 for human LoVo cells","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797614,20200619,145981271,404698969,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423110,100,"Clearance in Han Wistar rat at 8.55 umol/kg, iv or 20.3 umol/kg, po relative to liver blood flow","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797615,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423111,100,"Volume of distribution at steady state in Han Wistar rat at 8.55 umol/kg, iv or 20.3 umol/kg, po","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797616,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423112,100,Oral bioavailability in Han Wistar rat at 20.3 umol/kg,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797617,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423113,100,"Clearance in Beagle dog at 10.5 umol/kg, iv or 15.1 umol/kg, po relative to liver blood flow","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797618,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423114,100,"Volume of distribution at steady state in Beagle dog at 10.5 umol/kg, iv or 15.1 umol/kg, po","Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797619,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423115,100,Oral bioavailability in Beagle dog at 15.1 umol/kg,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797620,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423116,100,Intrinsic clearance in human hepatocytes assessed as per million cells at 1 uM,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797621,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423117,100,Solubility in SGF at pH 2.5,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797622,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
1423118,100,Solubility in FaSSIF at pH 6.5,"Title: Discovery and Characterization of AZD6738, a Potent Inhibitor of Ataxia Telangiectasia Mutated and Rad3 Related (ATR) Kinase with Application as an Anticancer Agent._|__|_Abstract: The kinase ataxia telangiectasia mutated and rad3 related (ATR) is a key regulator of the DNA-damage response and the apical kinase which orchestrates the cellular processes that repair stalled replication forks (replication stress) and associated DNA double-strand breaks. Inhibition of repair pathways mediated by ATR in a",43,ChEMBL,1797623,20200619,54761306,404716419,NULL,NULL,NULL,Curation Efforts|Research and Development,30346772,0,10.1021/acs.jmedchem.8b01187,NULL,NULL,NULL
